Year,Site,Annual Mean NO2 concentration (ug/m3),95% confidence interval for 'All sites' (+/-),Annual data capture (%)
2018,Portsmouth,18.6809746053235,,99.4977168949772
2019,Portsmouth,17.4736984998854,,99.6118721461187
2000,Preston,23.8261846405229,,55.7377049180328
2001,Preston,26.714002102067,,97.7511415525114
2002,Preston,27.0931126908286,,97.9566210045662
2003,Preston,27.9509059745348,,93.2420091324201
2004,Preston,24.9838183794228,,94.273679417122
2005,Preston,21.7772460635999,,73.9497716894977
2006,Preston,22.4444444444444,,90.3082191780822
2007,Preston,23.2606934350054,,95.810502283105
2008,Preston,21.1312596799174,,88.2058287795993
2009,Preston,24.3185282908238,,77.8767123287671
2010,Preston,39.1368727942305,,74.3949771689498
2011,Preston,30.9081585081585,,97.9452054794521
2012,Preston,30.2954251440668,,96.8010018214936
2013,Preston,25.3837076959151,,92.5
2014,Preston,26.5346732742317,,86.9178082191781
2015,Preston,21.9458967403824,,99.1095890410959
2016,Preston,23.5572330803208,,97.9394353369763
2017,Preston,20.194981096924,,98.3447488584475
2018,Preston,21.1256157149441,,99.0753424657534
2019,Preston,22.7926666086054,,98.9611872146119
2003,Reading New Town,30.9352317141262,,20.4452054794521
2004,Reading New Town,25.3647906238555,,93.2490892531876
2005,Reading New Town,22.8724832214765,,95.2511415525114
2006,Reading New Town,20.6733974358974,,71.2328767123288
2007,Reading New Town,22.9036101513166,,95.810502283105
2008,Reading New Town,22.2755942028985,,98.1898907103825
2009,Reading New Town,22.405102954342,,51.0045662100457
2010,Reading New Town,24.9949558638083,,72.4200913242009
2011,Reading New Town,25.8569708644353,,94.8173515981735
2012,Reading New Town,25.4621838667146,,94.9795081967213
2013,Reading New Town,26.5530159778813,,98.0593607305936
2014,Reading New Town,26.509823912436,,98.0365296803653
2015,Reading New Town,22.2240423649601,,97.2146118721461
2016,Reading New Town,28.6996572193437,,98.8729508196721
2017,Reading New Town,28.7037088941312,,99.2009132420091
2018,Reading New Town,25.8595451127474,,99.2237442922374
2019,Reading New Town,24.2777380244239,,57.9566210045662
1997,Reading,46.1718689788054,,29.6232876712329
1998,Reading,41.1764212041257,,95.1826484018265
1999,Reading,38.7917062737643,,96.0730593607306
2000,Reading,33.8072866730585,,94.9908925318761
2001,Reading,31.7704476212796,,97.4200913242009
2002,Reading,33.1608425083772,,95.3881278538813
2003,Reading,29.337037037037,,9.24657534246575
1997,Rotherham Centre,34.8164251207729,,51.986301369863
1998,Rotherham Centre,36.1503780453654,,81.5296803652968
1999,Rotherham Centre,37.688617531618,,26.175799086758
2000,Rotherham Centre,33.3831677381648,,97.3929872495446
2001,Rotherham Centre,33.8507444764649,,95.0684931506849
2002,Rotherham Centre,33.5445057581574,,95.1598173515982
2003,Rotherham Centre,34.7250088516464,,96.7237442922374
2004,Rotherham Centre,34.8997181775481,,96.9489981785064
2005,Rotherham Centre,34.0630397236615,,92.5342465753425
2006,Rotherham Centre,36.6050740577797,,77.8424657534247
2007,Rotherham Centre,31.802313712147,,67.1004566210046
2000,Southend-on-Sea,24.8466453674121,,39.1962659380692
2001,Southend-on-Sea,26.1060551773558,,95.5821917808219
2002,Southend-on-Sea,24.60999405116,,95.9474885844749
2003,Southend-on-Sea,25.2638562543193,,82.5913242009132
2004,Southend-on-Sea,23.7076176250934,,91.4617486338798
2005,Southend-on-Sea,23.4533714143797,,91.9292237442922
2006,Southend-on-Sea,20.4737210932025,,97.7397260273973
2007,Southend-on-Sea,24.7671975992613,,98.9041095890411
2008,Southend-on-Sea,22.7509174311927,,99.2714025500911
2009,Southend-on-Sea,19.9351279050326,,68.2762557077626
2010,Southend-on-Sea,20.4968553459119,,49.0068493150685
2011,Southend-on-Sea,22.4004783871519,,66.8150684931507
2012,Southend-on-Sea,23.8982941744448,,70.7422586520947
2013,Southend-on-Sea,20.2804423862816,,94.8630136986301
2014,Southend-on-Sea,19.4001475326543,,95.2625570776256
2015,Southend-on-Sea,18.1122356501045,,98.3333333333333
2016,Southend-on-Sea,20.5018440308789,,95.856102003643
2017,Southend-on-Sea,20.1685049422336,,97.8196347031963
2018,Southend-on-Sea,18.7864507739985,,75.513698630137
2019,Southend-on-Sea,17.8746900288351,,98.972602739726
2013,Sheffield Devonshire Green,36.4751367902098,,16.324200913242
2014,Sheffield Devonshire Green,28.7682108428986,,98.458904109589
2015,Sheffield Devonshire Green,25.4886535565749,,74.6575342465753
2016,Sheffield Devonshire Green,25.3507981643962,,98.6111111111111
2017,Sheffield Devonshire Green,22.3008903121012,,98.3904109589041
2018,Sheffield Devonshire Green,23.0794870454283,,98.7557077625571
2019,Sheffield Devonshire Green,24.5973124451411,,80.1141552511416
1990,Sheffield Tinsley,45.5566750629723,,9.06392694063927
1991,Sheffield Tinsley,52.4732248171739,,96.7808219178082
1992,Sheffield Tinsley,58.6427166493116,,98.3948087431694
1993,Sheffield Tinsley,54.107406552838,,98.9497716894977
1994,Sheffield Tinsley,53.9347877358491,,96.8036529680365
1995,Sheffield Tinsley,50.4558274574865,,82.5684931506849
1996,Sheffield Tinsley,47.6615122366979,,93.4995446265938
1997,Sheffield Tinsley,50.1594927873429,,98.1278538812785
1998,Sheffield Tinsley,50.5347368421053,,97.6027397260274
1999,Sheffield Tinsley,46.2175266371364,,95.3538812785388
2000,Sheffield Tinsley,43.5596448183199,,97.4385245901639
2001,Sheffield Tinsley,44.7813077634011,,98.8127853881278
2002,Sheffield Tinsley,41.451438000943,,96.8493150684932
2003,Sheffield Tinsley,45.5407608695652,,96.62100456621
2004,Sheffield Tinsley,40.1329128986197,,95.6739526411658
2005,Sheffield Tinsley,31.8988750878838,,97.4200913242009
2006,Sheffield Tinsley,39.566813339509,,98.5844748858448
2007,Sheffield Tinsley,35.2289356066876,,68.9611872146119
2008,Sheffield Tinsley,37.6203243958954,,34.3920765027322
2009,Sheffield Tinsley,33.5469982617997,,85.3767123287671
2010,Sheffield Tinsley,35.2079584775086,,98.972602739726
2011,Sheffield Tinsley,33.960235131397,,99.041095890411
2012,Sheffield Tinsley,35.2096904131661,,98.9184881602914
2013,Sheffield Tinsley,32.0673431585751,,79.4748858447489
2014,Sheffield Tinsley,34.1053842630631,,95.0342465753425
2015,Sheffield Tinsley,33.6868703944003,,84.8059360730594
2016,Sheffield Tinsley,27.4755939944713,,98.8387978142077
2017,Sheffield Tinsley,26.7431429515883,,97.3858447488584
2018,Sheffield Tinsley,26.863361052879,,97.1461187214612
2019,Sheffield Tinsley,27.8893184544805,,95.7990867579909
1995,Sheffield Centre,NA,,0
1996,Sheffield Centre,45.7584094185488,,94.7632058287796
1997,Sheffield Centre,46.4433827042523,,95.5707762557078
1998,Sheffield Centre,37.8713028599364,,93.4018264840183
1999,Sheffield Centre,36.8573929279963,,97.8196347031963
2000,Sheffield Centre,34.8890327135797,,96.7440801457195
2001,Sheffield Centre,36.897899307593,,97.2716894977169
2002,Sheffield Centre,34.2861792398001,,98.2077625570776
2003,Sheffield Centre,39.210716435882,,94.8059360730594
2004,Sheffield Centre,30.6713196480938,,97.0514571948998
2005,Sheffield Centre,34.9071416219955,,66.0159817351598
2006,Sheffield Centre,36.3401434470767,,52.5228310502283
2007,Sheffield Centre,33.8770848440899,,94.4520547945205
2008,Sheffield Centre,30.0729373322441,,97.5523679417122
2009,Sheffield Centre,36.5244883040936,,93.6986301369863
2010,Sheffield Centre,38.9221381498658,,93.5388127853881
2011,Sheffield Centre,34.3939321261542,,95.1940639269406
2012,Sheffield Centre,36.9554956169926,,50.6489071038251
2013,Sheffield Centre,32.4750949389901,,60.810502283105
1997,London Southwark,53.648393194707,,66.4269406392694
1998,London Southwark,50.9636583888552,,94.2351598173516
1999,London Southwark,55.8125841596279,,93.2534246575343
2000,London Southwark,52.0540987479329,,96.379781420765
2001,London Southwark,54.415873015873,,97.0890410958904
2002,London Southwark,46.4889281347643,,84.0296803652968
2003,London Southwark,47.898751950078,,73.1735159817352
2004,London Southwark,50.9694972211451,,88.0806010928962
2005,London Southwark,49.2083044182281,,98.6986301369863
2006,London Southwark,42.4915815988334,,86.1073059360731
2007,London Southwark,38.7984555984556,,73.9155251141552
1994,Southampton Centre,43.8543377365227,,95.9246575342466
1995,Southampton Centre,44.9976463204142,,72.7511415525114
1996,Southampton Centre,45.8243562485235,,96.379781420765
1997,Southampton Centre,43.3887354389336,,95.0570776255708
1998,Southampton Centre,37.1294021294021,,97.5684931506849
1999,Southampton Centre,41.9230860253224,,96.472602739726
2000,Southampton Centre,37.9092320554162,,95.3210382513661
2001,Southampton Centre,37.5443245778612,,97.351598173516
2002,Southampton Centre,33.2688661357603,,90.3082191780822
2003,Southampton Centre,35.8042773038568,,95.0114155251142
2004,Southampton Centre,32.8226924916308,,95.2185792349727
2005,Southampton Centre,30.5735236349352,,87.1803652968037
2006,Southampton Centre,28.3277108433735,,90.0114155251142
2007,Southampton Centre,34.3433318629613,,77.6369863013699
2008,Southampton Centre,35.8442028985507,,94.2622950819672
2009,Southampton Centre,34.8345195729537,,96.2328767123288
2010,Southampton Centre,36.0163365620934,,78.9611872146119
2011,Southampton Centre,35.336429915334,,97.0776255707762
2012,Southampton Centre,32.4625144175317,,98.7021857923497
2013,Southampton Centre,31.2696996016772,,98.013698630137
2014,Southampton Centre,31.6383551328904,,96.2100456621005
2015,Southampton Centre,29.497238965602,,92.9223744292238
2016,Southampton Centre,34.3533278321108,,41.905737704918
2017,Southampton Centre,29.5894334500617,,92.5799086757991
2018,Southampton Centre,28.9177698865008,,94.5433789954338
2019,Southampton Centre,27.8351908445673,,99.0753424657534
2002,Stockport Shaw Heath,38.1343511450382,,22.4315068493151
2003,Stockport Shaw Heath,38.1385080176621,,98.2420091324201
2004,Stockport Shaw Heath,36.1483151697357,,90.8811475409836
2005,Stockport Shaw Heath,31.4182457020956,,90.9703196347032
2006,Stockport Shaw Heath,30.5017847336628,,83.1506849315068
2007,Stockport Shaw Heath,28.1243024822013,,59.3264840182648
1996,Stockport,48.2864583333333,,6.55737704918033
1997,Stockport,45.2507263922518,,94.2922374429224
1998,Stockport,40.2456058666046,,98.0707762557078
1999,Stockport,39.1604377692397,,98.0479452054795
2000,Stockport,38.3509363731534,,97.8711293260474
2001,Stockport,38.7685988661344,,98.6643835616438
2002,Stockport,33.3218102872411,,68.3561643835616
1997,Stoke-on-Trent Centre,38.1304974765681,,15.8333333333333
1998,Stoke-on-Trent Centre,31.777810915598,,76.5525114155251
1999,Stoke-on-Trent Centre,34.9884440775898,,82.9794520547945
2000,Stoke-on-Trent Centre,30.9020987220073,,97.0969945355191
2001,Stoke-on-Trent Centre,32.696365352844,,96.7351598173516
2002,Stoke-on-Trent Centre,29.5127806975633,,95.5707762557078
2003,Stoke-on-Trent Centre,30.7292244602581,,94.6461187214612
2004,Stoke-on-Trent Centre,30.42058356733,,93.2490892531876
2005,Stoke-on-Trent Centre,33.180776119403,,95.6050228310502
2006,Stoke-on-Trent Centre,32.4893643031785,,93.37899543379
2007,Stoke-on-Trent Centre,26.031105854524,,96.5182648401827
2008,Stoke-on-Trent Centre,26.4217606797262,,96.4708561020036
2009,Stoke-on-Trent Centre,29.6988964133434,,91.027397260274
2010,Stoke-on-Trent Centre,34.6972434017595,,97.3173515981735
2011,Stoke-on-Trent Centre,30.7086880466472,,97.8881278538813
2012,Stoke-on-Trent Centre,31.3175005764353,,98.747723132969
2013,Stoke-on-Trent Centre,29.0236591997519,,92.0091324200913
2014,Stoke-on-Trent Centre,28.0980592154775,,96.472602739726
2015,Stoke-on-Trent Centre,27.9050513344968,,98.1164383561644
2016,Stoke-on-Trent Centre,27.6666285673088,,98.6908014571949
2017,Stoke-on-Trent Centre,25.6464883218232,,99.1780821917808
2018,Stoke-on-Trent Centre,23.4450860137177,,98.1963470319635
2019,Stoke-on-Trent Centre,23.9752278171707,,98.527397260274
2004,Sunderland Silksworth,17.3641304347826,,6.28415300546448
2005,Sunderland Silksworth,16.2048252092565,,92.7397260273973
2006,Sunderland Silksworth,17.8973588684441,,91.1986301369863
2007,Sunderland Silksworth,14.5108298538622,,87.4885844748858
2008,Sunderland Silksworth,14.1768112516251,,96.3228597449909
2009,Sunderland Silksworth,15.296338860614,,69.5319634703196
2010,Sunderland Silksworth,16.3267244449721,,96.1529680365297
2011,Sunderland Silksworth,15.5927277006354,,97.0091324200913
2012,Sunderland Silksworth,18.3115107002659,,89.9020947176685
2013,Sunderland Silksworth,15.6946392486729,,83.8698630136986
2014,Sunderland Silksworth,16.2573518110952,,87.865296803653
2015,Sunderland Silksworth,14.4267263808415,,78.4132420091324
2016,Sunderland Silksworth,16.473372296875,,94.7176684881603
2017,Sunderland Silksworth,12.7113276469863,,92.6141552511416
2018,Sunderland Silksworth,14.0360854238921,,94.7945205479452
2019,Sunderland Silksworth,12.8462383442317,,97.7625570776256
1994,Swansea,44.629579375848,,8.41324200913242
1995,Swansea,41.2616744297146,,95.5821917808219
1996,Swansea,43.1703817880009,,96.0154826958106
1997,Swansea,38.1067556296914,,95.810502283105
1998,Swansea,36.1028247252098,,96.5867579908676
1999,Swansea,34.0697160148976,,98.0821917808219
2000,Swansea,33.808565111137,,97.825591985428
2001,Swansea,35.5089403576143,,95.1255707762557
2002,Swansea,31.2211740041929,,98.013698630137
2003,Swansea,33.9380779585626,,97.5228310502283
2004,Swansea,37.0017423771002,,91.4731329690346
2005,Swansea,34.1715698095008,,94.6803652968037
2006,Swansea,30.605616093881,,54.4748858447489
2018,Swindon Walcot,13.3046366373033,,97.1917808219178
2019,Swindon Walcot,13.529444879733,,99.189497716895
2017,Telford Hollinswood,19.4003163176388,,16.2442922374429
2018,Telford Hollinswood,15.5473017910807,,94.9657534246575
2019,Telford Hollinswood,14.8711176469909,,98.824200913242
1996,London Teddington,39.1551127587272,,36.8510928961749
1997,London Teddington,35.3295805207329,,94.703196347032
1998,London Teddington,31.817619047619,,95.8904109589041
1999,London Teddington,31.9050197996739,,98.013698630137
2000,London Teddington,27.702721716065,,98.7135701275046
2001,London Teddington,28.9020787746171,,93.9041095890411
2002,London Teddington,25.2992336274965,,98.310502283105
2003,London Teddington,28.0754270696452,,95.5593607305936
2004,London Teddington,24.5361077408396,,93.8296903460838
2005,London Teddington,25.5126840453777,,94.5890410958904
2006,London Teddington,23.2099085542308,,98.6187214611872
2007,London Teddington,28.3897062364556,,94.8173515981735
2008,London Teddington,24.6733458470202,,97.040072859745
2009,London Teddington,22.0120083974808,,81.5639269406393
2010,London Teddington,23.9910879459698,,77.7511415525114
2011,London Teddington,21.3826303908756,,96.0844748858448
2012,London Teddington,35.5967592592593,,93.4426229508197
2013,London Teddington,20.975887393771,,98.5958904109589
2014,London Teddington,20.9508875953079,,85.6392694063927
2015,London Teddington,19.1394058126195,,95.5251141552511
2016,London Teddington,21.5823296492986,,56.8078324225865
1996,Thurrock,48.6909962706446,,21.3683970856102
1997,Thurrock,35.7396940627431,,88.0593607305936
1998,Thurrock,34.9229054674184,,87.0662100456621
1999,Thurrock,37.5872235872236,,97.5684931506849
2000,Thurrock,33.7229845626072,,92.9189435336976
2001,Thurrock,36.0645161290323,,95.9018264840183
2002,Thurrock,35.5863531693128,,94.189497716895
2003,Thurrock,38.3270639960918,,93.4703196347032
2004,Thurrock,35.4849214394323,,89.8451730418944
2005,Thurrock,34.8473045822102,,84.703196347032
2006,Thurrock,32.9200640472965,,92.6826484018265
2007,Thurrock,34.0447234209494,,87.2945205479452
2008,Thurrock,31.995295224653,,96.7896174863388
2009,Thurrock,31.1689893430144,,97.4771689497717
2010,Thurrock,29.1993798867619,,84.6803652968037
2011,Thurrock,28.1695303550974,,89.6917808219178
2012,Thurrock,28.7176279823952,,98.292349726776
2013,Thurrock,27.1629851438001,,96.8493150684932
2014,Thurrock,26.5094584658298,,98.2191780821918
2015,Thurrock,25.5790811819249,,97.2602739726027
2016,Thurrock,27.9070907951141,,98.7932604735883
2017,Thurrock,28.1887067418488,,97.6826484018265
2018,Thurrock,24.7650822998116,,96.9406392694064
2019,Thurrock,23.3797700381194,,98.824200913242
2000,Wirral Tranmere,18.0788186606471,,60.5191256830601
2001,Wirral Tranmere,21.9743947858473,,98.0821917808219
2002,Wirral Tranmere,22.425696969697,,94.1780821917808
2003,Wirral Tranmere,27.2198615421342,,95.6392694063927
2004,Wirral Tranmere,18.7071220930233,,93.9890710382514
2005,Wirral Tranmere,17.2925740806855,,63.9497716894977
2006,Wirral Tranmere,19.1935286935287,,93.4931506849315
2007,Wirral Tranmere,19.3283863368669,,96.9178082191781
2008,Wirral Tranmere,18.9219800602829,,98.2012750455373
2009,Wirral Tranmere,18.9517708207422,,94.4406392694064
2010,Wirral Tranmere,27.3121818798778,,33.6415525114155
2011,Wirral Tranmere,NA,,0
2012,Wirral Tranmere,21,,0.011384335154827
2013,Wirral Tranmere,NA,,0
2014,Wirral Tranmere,20.4543709498245,,55.2853881278539
2015,Wirral Tranmere,19.622014116226,,85.0570776255708
2016,Wirral Tranmere,22.2752379638328,,96.9489981785064
2017,Wirral Tranmere,17.3884606545077,,98.8926940639269
2018,Wirral Tranmere,17.5056284898053,,99.0981735159817
2019,Wirral Tranmere,16.3998578346955,,99.1666666666667
1996,London Wandsworth,51.0574652777778,,65.5737704918033
1997,London Wandsworth,52.7038339781921,,97.3630136986301
1998,London Wandsworth,49.7275866037519,,99.189497716895
1999,London Wandsworth,51.4639602319801,,96.4497716894977
2000,London Wandsworth,48.9919307683312,,97.3474499089253
2001,London Wandsworth,52.5134575569358,,99.2465753424657
2002,London Wandsworth,51.6881682938168,,98.2191780821918
2003,London Wandsworth,62.4085281980743,,91.2899543378995
2004,London Wandsworth,53.8962036930841,,99.2600182149363
2005,London Wandsworth,53.717803030303,,96.4383561643836
2006,London Wandsworth,50.8824010276772,,97.7511415525114
2007,London Wandsworth,50.4332177645699,,69.1438356164384
1990,Walsall Alumwell,47.1086487781505,,95.296803652968
1991,Walsall Alumwell,50.2489616982003,,98.9497716894977
1992,Walsall Alumwell,50.5311072056239,,97.1653005464481
1993,Walsall Alumwell,46.6720114873759,,95.3995433789954
1994,Walsall Alumwell,47.8943024188926,,99.5776255707762
1995,Walsall Alumwell,45.5581703191646,,77.6141552511416
1996,Walsall Alumwell,45.4081891580161,,98.7021857923497
1997,Walsall Alumwell,46.876431016169,,96.7237442922374
1998,Walsall Alumwell,45.547056232565,,77.7511415525114
1999,Walsall Alumwell,39.4783314599725,,91.4041095890411
2000,Walsall Alumwell,36.796059832178,,93.6133879781421
2001,Walsall Alumwell,41.9141976771747,,96.324200913242
2002,Walsall Alumwell,37.022711308827,,97.5114155251142
2003,Walsall Alumwell,42.2040253983467,,95.2853881278539
2004,Walsall Alumwell,42.1046639735586,,92.9986338797814
2005,Walsall Alumwell,41.7684501845018,,98.9954337899543
2006,Walsall Alumwell,38.2689261588633,,98.013698630137
2007,Walsall Alumwell,36.3711550533584,,72.7397260273973
1997,Walsall Willenhall,30.8664259927798,,37.9452054794521
1998,Walsall Willenhall,29.9910813823857,,92.1575342465753
1999,Walsall Willenhall,29.1688894757692,,86.4497716894977
2000,Walsall Willenhall,25.288537014481,,84.1188524590164
2001,Walsall Willenhall,26.9517923362176,,92.351598173516
2002,Walsall Willenhall,27.3192419825073,,93.972602739726
2003,Walsall Willenhall,30.4130485801455,,97.2831050228311
2004,Walsall Willenhall,26.527935723115,,92.0992714025501
2005,Walsall Willenhall,27.7568852459016,,69.634703196347
2006,Walsall Willenhall,30.9581894898351,,89.2808219178082
2007,Walsall Willenhall,25.8629129491198,,94.6803652968037
2008,Walsall Willenhall,23.9340290719344,,91.6325136612022
2009,Walsall Willenhall,23.700899820036,,95.148401826484
2010,Walsall Willenhall,36.2064102564103,,8.9041095890411
2012,Walsall Woodlands,20.7374559859155,,51.7304189435337
2013,Walsall Woodlands,19.9424189169269,,91.3812785388128
2014,Walsall Woodlands,25.2597728916076,,99.8401826484018
2015,Walsall Woodlands,19.1400273006645,,96.2100456621005
2016,Walsall Woodlands,18.4029435431531,,98.9298724954463
2017,Walsall Woodlands,15.8784200355138,,99.6461187214612
2018,Walsall Woodlands,15.9088542028156,,99.7374429223744
2019,Walsall Woodlands,16.1345355189059,,99.3264840182648
2019,West Bromwich Kenrick Park,20.9357125527039,,74.7260273972603
1998,Sandwell West Bromwich,44.0924187725632,,15.810502283105
1999,Sandwell West Bromwich,34.5119583234667,,96.4155251141552
2000,Sandwell West Bromwich,32.4732795078816,,88.8319672131148
2001,Sandwell West Bromwich,34.9966434907696,,95.2283105022831
2002,Sandwell West Bromwich,28.8475233135521,,94.2579908675799
2003,Sandwell West Bromwich,38.6882909284668,,85.6963470319635
2004,Sandwell West Bromwich,27.1481094873579,,98.155737704918
2005,Sandwell West Bromwich,26.7507714217897,,96.1872146118722
2006,Sandwell West Bromwich,24.5260562222588,,69.4406392694064
2007,Sandwell West Bromwich,29.2067491043569,,98.7785388127854
2008,Sandwell West Bromwich,27.199348376976,,94.341985428051
2009,Sandwell West Bromwich,27.0355452971725,,98.9155251141552
2010,Sandwell West Bromwich,31.0855270720773,,99.3036529680365
2011,Sandwell West Bromwich,27.6791907514451,,98.7442922374429
2001,Wigan Leigh,36.6172912016915,,97.1803652968037
2002,Wigan Leigh,29.9453908984831,,97.8310502283105
2003,Wigan Leigh,31.1279673590504,,92.3287671232877
2004,Wigan Leigh,24.7600382409178,,71.448087431694
2004,Wigan Centre,34.3725590955807,,22.1539162112933
2005,Wigan Centre,25.4770813844715,,97.6255707762557
2006,Wigan Centre,26.3129028477675,,97.4086757990868
2007,Wigan Centre,21.7288055093802,,96.1415525114155
2008,Wigan Centre,24.1999769876884,,98.9412568306011
2009,Wigan Centre,24.2368177613321,,98.7214611872146
2010,Wigan Centre,26.1708998965636,,99.3264840182648
2011,Wigan Centre,23.0324538874621,,97.7853881278539
2012,Wigan Centre,23.93086871924,,99.4649362477231
2013,Wigan Centre,24.5683149498601,,97.8995433789954
2014,Wigan Centre,21.779682573324,,98.0821917808219
2015,Wigan Centre,19.3940340566149,,96.3812785388128
2016,Wigan Centre,20.8900585425101,,89.9817850637523
2017,Wigan Centre,18.4295775060421,,99.189497716895
2018,Wigan Centre,17.3497136078981,,97.7054794520548
2019,Wigan Centre,19.3258587701732,,96.9063926940639
1990,West London,66.3493183448936,,95.4566210045662
1991,West London,66.5848177901968,,98.0479452054795
1992,West London,61.5546218487395,,98.8957194899818
1993,West London,59.7438625204583,,97.648401826484
1994,West London,59.1830969676006,,99.0068493150685
1995,West London,53.9237605238541,,97.6255707762557
1996,West London,53.2487804878049,,91.0177595628415
1997,West London,56.7558840922531,,96.5182648401827
1998,West London,51.2481106848041,,98.1849315068493
1999,West London,54.6618721726018,,98.4132420091324
2000,West London,52.6026551764295,,97.7572859744991
2001,West London,51.899018904044,,95.4109589041096
2002,West London,45.4825876519891,,96.7009132420091
2003,West London,55.2878447153509,,96.4497716894977
2004,West London,50.5218393453959,,98.7818761384335
2005,West London,50.0392369914282,,94.5547945205479
2006,West London,50.7536249395843,,94.4748858447489
2007,West London,45.90515625,,73.0593607305936
1995,Wolverhampton Centre,53.4096774193548,,3.53881278538813
1996,Wolverhampton Centre,40.0950143565649,,87.2267759562842
1997,Wolverhampton Centre,38.1413502109705,,97.3972602739726
1998,Wolverhampton Centre,31.1452852153667,,98.0593607305936
1999,Wolverhampton Centre,29.927990430622,,95.4337899543379
2000,Wolverhampton Centre,29.5193448848801,,95.924408014572
2001,Wolverhampton Centre,31.9126944305068,,91.0045662100457
2002,Wolverhampton Centre,27.9221881631691,,96.8264840182648
2003,Wolverhampton Centre,33.9611581079471,,95.810502283105
2004,Wolverhampton Centre,28.7726178677616,,80.4075591985428
2005,Wolverhampton Centre,27.7888307155323,,91.5753424657534
2006,Wolverhampton Centre,26.7056694813028,,94.634703196347
2007,Wolverhampton Centre,24.44107955437,,72.7511415525114
2016,York Bootham,19.9519665794335,,36.976320582878
2017,York Bootham,14.888590889762,,98.7899543378995
2018,York Bootham,15.1868573954461,,98.2648401826484
2019,York Bootham,14.8493623544362,,98.8127853881278
